item_id,category,unit_price,handling_cost_per_unit,holding_cost_per_unit_day,item_popularity_score
ITM13095,Groceries,76.37,1.94,1.29,0.72
ITM13096,Groceries,161.86,3.3,1.17,0.27
ITM13097,Apparel,93.01,3.19,1.12,0.6
ITM13098,Apparel,170.9,4.8,0.77,0.68
ITM13099,Automotive,58.4,2.88,1.67,0.91
ITM13100,Groceries,12.16,2.1,1.13,0.51
ITM13101,Apparel,130.21,2.86,0.54,0.8
ITM13102,Electronics,95.86,4.04,0.36,0.25
ITM13103,Automotive,21.37,2.93,1.97,0.24
ITM13104,Pharma,102.65,1.97,0.13,0.57
ITM13105,Automotive,42.03,2.02,1.87,0.64
ITM13106,Pharma,129.65,3.91,0.51,0.67
ITM13107,Groceries,94.56,0.8,1.35,0.77
ITM13108,Pharma,42.51,1.74,0.67,0.37
ITM13109,Groceries,88.27,1.19,1.73,0.66
ITM13110,Electronics,54.21,4.75,1.13,0.27
ITM13111,Pharma,134.09,0.91,0.37,0.3
ITM13112,Automotive,66.08,3.91,0.61,0.16
ITM13113,Groceries,166.18,3.34,0.71,0.77
ITM13114,Automotive,12.69,3.35,1.78,0.56
ITM13115,Apparel,86.65,3.94,1.56,0.31
ITM13116,Groceries,127.25,2.3,1.68,0.6
ITM13117,Pharma,14.3,2.3,0.2,0.42
ITM13118,Groceries,51.01,1.8,1.2,0.85
ITM13119,Automotive,72.21,3.19,2.0,0.58
ITM13120,Electronics,14.15,4.68,1.59,0.13
ITM13121,Groceries,113.87,4.66,0.33,0.99
ITM13122,Pharma,129.86,3.66,1.39,0.17
ITM13123,Apparel,53.23,4.58,1.52,0.73
ITM13124,Electronics,113.26,4.84,1.08,0.49
ITM13125,Apparel,199.83,4.08,0.25,0.32
ITM13126,Groceries,178.51,2.34,0.17,0.71
ITM13127,Automotive,21.15,2.67,1.88,0.21
ITM13128,Automotive,34.3,4.69,0.59,0.87
ITM13129,Pharma,103.94,3.52,0.82,0.33
ITM13130,Automotive,56.59,4.19,1.61,0.43
ITM13131,Electronics,25.38,1.02,1.41,0.67
ITM13132,Automotive,58.37,1.37,1.94,0.1
ITM13133,Pharma,21.62,2.05,0.28,0.53
ITM13134,Groceries,110.68,1.35,1.44,0.9
ITM13135,Groceries,103.15,4.58,0.26,0.71
ITM13136,Automotive,11.2,1.48,0.1,0.45
ITM13137,Apparel,101.68,3.01,0.33,0.69
ITM13138,Groceries,108.76,0.88,1.27,0.94
ITM13139,Automotive,125.08,1.2,1.38,0.27
ITM13140,Pharma,194.32,1.61,0.93,0.58
ITM13141,Automotive,196.71,4.92,0.19,0.31
ITM13142,Groceries,110.12,4.09,1.3,0.87
ITM13143,Pharma,170.59,3.53,0.26,0.75
ITM13144,Automotive,26.18,4.62,0.37,0.82
ITM13145,Electronics,110.92,4.8,1.07,0.95
ITM13146,Pharma,138.99,2.54,0.75,0.31
ITM13147,Electronics,117.3,1.97,0.98,0.14
ITM13148,Apparel,53.84,1.92,1.31,0.36
ITM13149,Pharma,21.91,0.66,0.4,0.46
ITM13150,Electronics,83.47,1.76,1.8,0.66
ITM13151,Groceries,133.05,2.1,1.16,0.82
ITM13152,Groceries,198.43,0.67,0.14,0.41
ITM13153,Apparel,54.94,4.47,1.29,0.53
ITM13154,Pharma,184.38,4.32,0.98,0.81
ITM13155,Pharma,22.97,1.63,1.43,0.3
ITM13156,Pharma,186.89,4.11,1.59,0.3
ITM13157,Apparel,168.15,4.08,1.88,0.63
ITM13158,Pharma,13.98,2.01,2.0,0.49
ITM13159,Groceries,66.66,3.64,1.14,0.95
ITM13160,Electronics,19.68,1.8,1.17,0.42
ITM13161,Groceries,199.15,0.82,0.14,0.78
ITM13162,Groceries,91.29,2.77,1.74,0.62
ITM13163,Electronics,135.81,2.47,0.15,0.15
ITM13164,Groceries,54.5,1.12,1.3,0.18
ITM13165,Apparel,187.41,2.71,0.29,0.28
ITM13166,Electronics,62.09,4.77,0.64,0.23
ITM13167,Groceries,59.44,3.79,0.37,0.4
ITM13168,Automotive,69.77,3.82,0.36,0.62
ITM13169,Groceries,97.87,3.91,0.24,0.64
ITM13170,Apparel,13.52,3.85,0.7,0.63
ITM13171,Pharma,123.59,0.59,0.9,0.21
ITM13172,Groceries,16.02,4.66,0.98,0.64
ITM13173,Pharma,112.45,4.24,0.94,0.47
ITM13174,Automotive,97.0,1.74,1.1,0.91
ITM13175,Groceries,56.08,2.99,1.73,0.92
ITM13176,Electronics,72.66,3.27,1.3,0.79
ITM13177,Pharma,144.08,1.09,0.13,0.73
ITM13178,Automotive,11.82,1.64,0.43,0.2
ITM13179,Electronics,70.16,0.6,0.76,0.18
ITM13180,Electronics,139.26,4.39,1.9,0.86
ITM13181,Electronics,38.93,0.61,0.25,0.48
ITM13182,Electronics,116.47,1.93,1.45,0.51
ITM13183,Groceries,42.1,0.85,0.16,0.86
ITM13184,Groceries,39.4,4.02,0.79,0.66
ITM13185,Groceries,156.73,4.66,1.56,0.26
ITM13186,Automotive,60.64,3.03,0.75,0.29
ITM13187,Automotive,81.4,1.13,0.92,0.11
ITM13188,Automotive,148.7,3.01,1.82,0.74
ITM13189,Apparel,44.11,3.97,0.23,0.54
ITM13190,Automotive,111.03,3.73,1.1,0.95
ITM13191,Groceries,184.39,3.84,0.8,0.74
ITM13192,Groceries,115.23,1.76,1.93,0.19
ITM13193,Apparel,19.28,0.83,1.61,0.25
ITM13194,Apparel,122.04,1.17,0.33,0.55
ITM13195,Automotive,27.13,4.8,1.86,0.93
ITM13196,Pharma,63.6,3.26,0.5,0.32
ITM13197,Apparel,171.44,3.78,0.26,0.84
ITM13198,Electronics,12.1,4.55,1.13,0.38
ITM13199,Groceries,24.63,4.34,1.5,0.34
ITM13200,Electronics,79.04,1.48,1.46,0.91
ITM13201,Groceries,199.89,0.76,1.11,0.14
ITM13202,Groceries,65.45,4.66,1.04,0.69
ITM13203,Apparel,39.88,4.92,1.94,0.14
